index,id,name,description,group_id,group_description
5904,QIT-03,Bias due to missing outcome data,-1,QIG-03.01,All‐cause mortality at day 28
5905,QIT-03,Bias due to missing outcome data,-1,QIG-03.07,Worsening of clinical status at day 28: participants with new need for invasive mechanical ventilation or death
5906,QIT-03,Bias due to missing outcome data,-1,QIG-03.09,Improvement of clinical status at day 28: participants discharged alive
5907,QIT-03,Bias due to missing outcome data,-1,QIG-03.20,Symptom resolution: all initial symptoms resolved (asymptomatic) at day 28
5908,QIT-03,Bias due to missing outcome data,-1,QIG-03.24,Serious adverse events during the study period
5909,QIT-03,Bias due to missing outcome data,-1,QIG-03.26,Any adverse events during the study period
5910,QIT-03,Bias due to missing outcome data,-1,QIG-03.29,Worsening of clinical status within 28 days: participants with need for ICU admission or death
5911,QIT-03,Bias due to missing outcome data,-1,QIG-03.61,Worsening of clinical status within 28 days: admission to hospital or death
5912,QIT-03,Bias due to missing outcome data,-1,QIG-03.62,Symptom resolution: all initial symptoms resolved (asymptomatic) at day 14
5913,QIT-03,Bias due to missing outcome data,-1,QIG-03.14,Viral clearance at day 7
5914,QIT-03,Bias due to missing outcome data,-1,QIG-03.32,Viral clearance at day 3
5915,QIT-04,Bias in measurement of the outcome,-1,QIG-04.04,Viral clearance at day 14
5916,QIT-04,Bias in measurement of the outcome,-1,QIG-04.17,All‐cause mortality at day 28
5917,QIT-04,Bias in measurement of the outcome,-1,QIG-04.18,Viral clearance at day 3
5918,QIT-04,Bias in measurement of the outcome,-1,QIG-04.22,Serious adverse events during the study period
5919,QIT-04,Bias in measurement of the outcome,-1,QIG-04.25,Any adverse events during the study period
5920,QIT-04,Bias in measurement of the outcome,-1,QIG-04.63,Viral clearance at day 7
5921,QIT-04,Bias in measurement of the outcome,-1,QIG-04.01,All‐cause mortality at day 28
5922,QIT-04,Bias in measurement of the outcome,-1,QIG-04.07,Worsening of clinical status at day 28: participants with new need for invasive mechanical ventilation or death
5923,QIT-04,Bias in measurement of the outcome,-1,QIG-04.09,Improvement of clinical status at day 28: participants discharged alive
5924,QIT-04,Bias in measurement of the outcome,-1,QIG-04.20,Symptom resolution: all initial symptoms resolved (asymptomatic) at day 28
5925,QIT-04,Bias in measurement of the outcome,-1,QIG-04.24,Serious adverse events during the study period
5926,QIT-04,Bias in measurement of the outcome,-1,QIG-04.26,Any adverse events during the study period
5927,QIT-04,Bias in measurement of the outcome,-1,QIG-04.29,Worsening of clinical status within 28 days: participants with need for ICU admission or death
5928,QIT-04,Bias in measurement of the outcome,-1,QIG-04.61,Worsening of clinical status within 28 days: admission to hospital or death
5929,QIT-04,Bias in measurement of the outcome,-1,QIG-04.62,Symptom resolution: all initial symptoms resolved (asymptomatic) at day 14
5930,QIT-04,Bias in measurement of the outcome,-1,QIG-04.14,Viral clearance at day 7
5931,QIT-04,Bias in measurement of the outcome,-1,QIG-04.32,Viral clearance at day 3
5932,QIT-05,Bias in selection of the reported result,-1,QIG-05.04,Viral clearance at day 14
5933,QIT-05,Bias in selection of the reported result,-1,QIG-05.17,All‐cause mortality at day 28
5934,QIT-05,Bias in selection of the reported result,-1,QIG-05.18,Viral clearance at day 3
5935,QIT-05,Bias in selection of the reported result,-1,QIG-05.22,Serious adverse events during the study period
5936,QIT-05,Bias in selection of the reported result,-1,QIG-05.25,Any adverse events during the study period
5937,QIT-05,Bias in selection of the reported result,-1,QIG-05.63,Viral clearance at day 7
5938,QIT-05,Bias in selection of the reported result,-1,QIG-05.01,All‐cause mortality at day 28
5939,QIT-05,Bias in selection of the reported result,-1,QIG-05.07,Worsening of clinical status at day 28: participants with new need for invasive mechanical ventilation or death
5940,QIT-05,Bias in selection of the reported result,-1,QIG-05.09,Improvement of clinical status at day 28: participants discharged alive
5941,QIT-05,Bias in selection of the reported result,-1,QIG-05.20,Symptom resolution: all initial symptoms resolved (asymptomatic) at day 28
5942,QIT-05,Bias in selection of the reported result,-1,QIG-05.24,Serious adverse events during the study period
5943,QIT-05,Bias in selection of the reported result,-1,QIG-05.26,Any adverse events during the study period
5944,QIT-05,Bias in selection of the reported result,-1,QIG-05.29,Worsening of clinical status within 28 days: participants with need for ICU admission or death
5945,QIT-05,Bias in selection of the reported result,-1,QIG-05.61,Worsening of clinical status within 28 days: admission to hospital or death
5946,QIT-05,Bias in selection of the reported result,-1,QIG-05.62,Symptom resolution: all initial symptoms resolved (asymptomatic) at day 14
5947,QIT-05,Bias in selection of the reported result,-1,QIG-05.14,Viral clearance at day 7
5948,QIT-05,Bias in selection of the reported result,-1,QIG-05.32,Viral clearance at day 3
5949,QIT-06,Overall bias,-1,QIG-06.04,Viral clearance at day 14
5950,QIT-06,Overall bias,-1,QIG-06.17,All‐cause mortality at day 28
5951,QIT-06,Overall bias,-1,QIG-06.18,Viral clearance at day 3
5952,QIT-06,Overall bias,-1,QIG-06.22,Serious adverse events during the study period
5953,QIT-06,Overall bias,-1,QIG-06.25,Any adverse events during the study period
5954,QIT-06,Overall bias,-1,QIG-06.63,Viral clearance at day 7
5955,QIT-06,Overall bias,-1,QIG-06.01,All‐cause mortality at day 28
5956,QIT-06,Overall bias,-1,QIG-06.07,Worsening of clinical status at day 28: participants with new need for invasive mechanical ventilation or death
5957,QIT-06,Overall bias,-1,QIG-06.09,Improvement of clinical status at day 28: participants discharged alive
5958,QIT-06,Overall bias,-1,QIG-06.20,Symptom resolution: all initial symptoms resolved (asymptomatic) at day 28
5959,QIT-06,Overall bias,-1,QIG-06.24,Serious adverse events during the study period
5960,QIT-06,Overall bias,-1,QIG-06.26,Any adverse events during the study period
5961,QIT-06,Overall bias,-1,QIG-06.29,Worsening of clinical status within 28 days: participants with need for ICU admission or death
5962,QIT-06,Overall bias,-1,QIG-06.61,Worsening of clinical status within 28 days: admission to hospital or death
5963,QIT-06,Overall bias,-1,QIG-06.62,Symptom resolution: all initial symptoms resolved (asymptomatic) at day 14
5964,QIT-06,Overall bias,-1,QIG-06.14,Viral clearance at day 7
5965,QIT-06,Overall bias,-1,QIG-06.32,Viral clearance at day 3
5966,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.17,Allâcause mortality at day 28
5967,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.01,Allâcause mortalityÂ at day 28
5968,QIT-03,Bias due to missing outcome data,-1,QIG-03.17,Allâcause mortality at day 28
5969,QIT-03,Bias due to missing outcome data,-1,QIG-03.01,Allâcause mortalityÂ at day 28
5970,QIT-04,Bias in measurement of the outcome,-1,QIG-04.17,Allâcause mortality at day 28
5971,QIT-04,Bias in measurement of the outcome,-1,QIG-04.01,Allâcause mortalityÂ at day 28
5972,QIT-05,Bias in selection of the reported result,-1,QIG-05.17,Allâcause mortality at day 28
5973,QIT-05,Bias in selection of the reported result,-1,QIG-05.01,Allâcause mortalityÂ at day 28
5974,QIT-06,Overall bias,-1,QIG-06.17,Allâcause mortality at day 28
5975,QIT-06,Overall bias,-1,QIG-06.01,Allâcause mortalityÂ at day 28
5976,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.02,Mean logMAR best-corrected visual acuity (three months or more)
5977,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.03,Proportion of eyes achieving type 1 macular hole closure
5978,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.04,Proportion of eyes achieving closure of macular hole
5979,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.05,Mean logMAR best-corrected visual acuity (one month)
5980,QIT-03,Bias due to missing outcome data,-1,QIG-03.02,Mean logMAR best-corrected visual acuity (three months or more)
5981,QIT-03,Bias due to missing outcome data,-1,QIG-03.03,Proportion of eyes achieving type 1 macular hole closure
5982,QIT-03,Bias due to missing outcome data,-1,QIG-03.04,Proportion of eyes achieving closure of macular hole
5983,QIT-03,Bias due to missing outcome data,-1,QIG-03.05,Mean logMAR best-corrected visual acuity (one month)
5984,QIT-04,Bias in measurement of the outcome,-1,QIG-04.02,Mean logMAR best-corrected visual acuity (three months or more)
5985,QIT-04,Bias in measurement of the outcome,-1,QIG-04.03,Proportion of eyes achieving type 1 macular hole closure
5986,QIT-04,Bias in measurement of the outcome,-1,QIG-04.04,Proportion of eyes achieving closure of macular hole
5987,QIT-04,Bias in measurement of the outcome,-1,QIG-04.05,Mean logMAR best-corrected visual acuity (one month)
5988,QIT-05,Bias in selection of the reported result,-1,QIG-05.02,Mean logMAR best-corrected visual acuity (three months or more)
5989,QIT-05,Bias in selection of the reported result,-1,QIG-05.03,Proportion of eyes achieving type 1 macular hole closure
5990,QIT-05,Bias in selection of the reported result,-1,QIG-05.04,Proportion of eyes achieving closure of macular hole
5991,QIT-05,Bias in selection of the reported result,-1,QIG-05.05,Mean logMAR best-corrected visual acuity (one month)
5992,QIT-06,Overall bias,-1,QIG-06.02,Mean logMAR best-corrected visual acuity (three months or more)
5993,QIT-06,Overall bias,-1,QIG-06.03,Proportion of eyes achieving type 1 macular hole closure
5994,QIT-06,Overall bias,-1,QIG-06.04,Proportion of eyes achieving closure of macular hole
5995,QIT-06,Overall bias,-1,QIG-06.05,Mean logMAR best-corrected visual acuity (one month)
5996,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.02,"Worsening of clinical status: participants with clinical deterioration, defined as new need for invasive mechanical ventilation or death up to day 28"
5997,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.08,All-cause mortality (time-to-event)
5998,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.09,All-cause mortality at up to day 28
5999,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.16,Need for new dialysis
6000,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.18,"Improvement of clinical status: weaned or liberated from invasive mechanical ventilation, and surviving (in subgroup of participants requiring invasive mechanical ventilation at baseline)"
6001,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.20,Worsening of clinical status: new need for invasive mechanical ventilation
6002,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.25,Improvement of clinical status: participants discharged alive up to day 28
6003,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.01,All-cause mortality at hospital discharge
6004,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.07,Adverse events (any grade) until discharge
6005,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.12,Improvement of clinical status: duration to liberation from supplemental oxygen
6006,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.13,Duration of hospitalisation
6007,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.14,Admission to intensive care unit
6008,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.21,Improvement of clinical status: participants discharged alive at longest follow-up
6009,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.22,"Incidence of abdominal pain during the study period, defined as number of participants with any event"
6010,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.23,"Incidence of diarrhoea during the study period, defined as number of participants with any event"
6011,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.24,"Incidence of nausea and vomiting during the study period, defined as number of participants with any event"
6012,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.04,All-cause mortality at day 28
6013,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.05,Worsening of clinical status: need for invasive mechanical ventilation
6014,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.06,Serious adverse events within 28 days
6015,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.11,Admission to hospital or death within 28 days
6016,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.19,"Incidence of diarrhoea during the study period, defined as number of participants with any event"
6017,QIT-03,Bias due to missing outcome data,-1,QIG-03.02,"Worsening of clinical status: participants with clinical deterioration, defined as new need for invasive mechanical ventilation or death up to day 28"
6018,QIT-03,Bias due to missing outcome data,-1,QIG-03.08,All-cause mortality (time-to-event)
6019,QIT-03,Bias due to missing outcome data,-1,QIG-03.09,All-cause mortality at up to day 28
6020,QIT-03,Bias due to missing outcome data,-1,QIG-03.16,Need for new dialysis
6021,QIT-03,Bias due to missing outcome data,-1,QIG-03.18,"Improvement of clinical status: weaned or liberated from invasive mechanical ventilation, and surviving (in subgroup of participants requiring invasive mechanical ventilation at baseline)"
6022,QIT-03,Bias due to missing outcome data,-1,QIG-03.20,Worsening of clinical status: new need for invasive mechanical ventilation
6023,QIT-03,Bias due to missing outcome data,-1,QIG-03.25,Improvement of clinical status: participants discharged alive up to day 28
6024,QIT-03,Bias due to missing outcome data,-1,QIG-03.01,All-cause mortality at hospital discharge
6025,QIT-03,Bias due to missing outcome data,-1,QIG-03.07,Adverse events (any grade) until discharge
6026,QIT-03,Bias due to missing outcome data,-1,QIG-03.12,Improvement of clinical status: duration to liberation from supplemental oxygen
6027,QIT-03,Bias due to missing outcome data,-1,QIG-03.13,Duration of hospitalisation
6028,QIT-03,Bias due to missing outcome data,-1,QIG-03.14,Admission to intensive care unit
6029,QIT-03,Bias due to missing outcome data,-1,QIG-03.21,Improvement of clinical status: participants discharged alive at longest follow-up
6030,QIT-03,Bias due to missing outcome data,-1,QIG-03.22,"Incidence of abdominal pain during the study period, defined as number of participants with any event"
6031,QIT-03,Bias due to missing outcome data,-1,QIG-03.23,"Incidence of diarrhoea during the study period, defined as number of participants with any event"
6032,QIT-03,Bias due to missing outcome data,-1,QIG-03.24,"Incidence of nausea and vomiting during the study period, defined as number of participants with any event"
6033,QIT-03,Bias due to missing outcome data,-1,QIG-03.04,All-cause mortality at day 28
6034,QIT-03,Bias due to missing outcome data,-1,QIG-03.05,Worsening of clinical status: need for invasive mechanical ventilation
6035,QIT-03,Bias due to missing outcome data,-1,QIG-03.06,Serious adverse events within 28 days
6036,QIT-03,Bias due to missing outcome data,-1,QIG-03.11,Admission to hospital or death within 28 days
6037,QIT-03,Bias due to missing outcome data,-1,QIG-03.19,"Incidence of diarrhoea during the study period, defined as number of participants with any event"
6038,QIT-04,Bias in measurement of the outcome,-1,QIG-04.02,"Worsening of clinical status: participants with clinical deterioration, defined as new need for invasive mechanical ventilation or death up to day 28"
6039,QIT-04,Bias in measurement of the outcome,-1,QIG-04.08,All-cause mortality (time-to-event)
6040,QIT-04,Bias in measurement of the outcome,-1,QIG-04.09,All-cause mortality at up to day 28
6041,QIT-04,Bias in measurement of the outcome,-1,QIG-04.16,Need for new dialysis
6042,QIT-04,Bias in measurement of the outcome,-1,QIG-04.18,"Improvement of clinical status: weaned or liberated from invasive mechanical ventilation, and surviving (in subgroup of participants requiring invasive mechanical ventilation at baseline)"
6043,QIT-04,Bias in measurement of the outcome,-1,QIG-04.20,Worsening of clinical status: new need for invasive mechanical ventilation
6044,QIT-04,Bias in measurement of the outcome,-1,QIG-04.25,Improvement of clinical status: participants discharged alive up to day 28
6045,QIT-04,Bias in measurement of the outcome,-1,QIG-04.01,All-cause mortality at hospital discharge
6046,QIT-04,Bias in measurement of the outcome,-1,QIG-04.07,Adverse events (any grade) until discharge
6047,QIT-04,Bias in measurement of the outcome,-1,QIG-04.12,Improvement of clinical status: duration to liberation from supplemental oxygen
6048,QIT-04,Bias in measurement of the outcome,-1,QIG-04.13,Duration of hospitalisation
6049,QIT-04,Bias in measurement of the outcome,-1,QIG-04.14,Admission to intensive care unit
6050,QIT-04,Bias in measurement of the outcome,-1,QIG-04.21,Improvement of clinical status: participants discharged alive at longest follow-up
6051,QIT-04,Bias in measurement of the outcome,-1,QIG-04.22,"Incidence of abdominal pain during the study period, defined as number of participants with any event"
6052,QIT-04,Bias in measurement of the outcome,-1,QIG-04.23,"Incidence of diarrhoea during the study period, defined as number of participants with any event"
6053,QIT-04,Bias in measurement of the outcome,-1,QIG-04.24,"Incidence of nausea and vomiting during the study period, defined as number of participants with any event"
6054,QIT-04,Bias in measurement of the outcome,-1,QIG-04.04,All-cause mortality at day 28
6055,QIT-04,Bias in measurement of the outcome,-1,QIG-04.05,Worsening of clinical status: need for invasive mechanical ventilation
6056,QIT-04,Bias in measurement of the outcome,-1,QIG-04.06,Serious adverse events within 28 days
6057,QIT-04,Bias in measurement of the outcome,-1,QIG-04.11,Admission to hospital or death within 28 days
6058,QIT-04,Bias in measurement of the outcome,-1,QIG-04.19,"Incidence of diarrhoea during the study period, defined as number of participants with any event"
6059,QIT-05,Bias in selection of the reported result,-1,QIG-05.02,"Worsening of clinical status: participants with clinical deterioration, defined as new need for invasive mechanical ventilation or death up to day 28"
6060,QIT-05,Bias in selection of the reported result,-1,QIG-05.08,All-cause mortality (time-to-event)
6061,QIT-05,Bias in selection of the reported result,-1,QIG-05.09,All-cause mortality at up to day 28
6062,QIT-05,Bias in selection of the reported result,-1,QIG-05.16,Need for new dialysis
6063,QIT-05,Bias in selection of the reported result,-1,QIG-05.18,"Improvement of clinical status: weaned or liberated from invasive mechanical ventilation, and surviving (in subgroup of participants requiring invasive mechanical ventilation at baseline)"
6064,QIT-05,Bias in selection of the reported result,-1,QIG-05.20,Worsening of clinical status: new need for invasive mechanical ventilation
6065,QIT-05,Bias in selection of the reported result,-1,QIG-05.25,Improvement of clinical status: participants discharged alive up to day 28
6066,QIT-05,Bias in selection of the reported result,-1,QIG-05.01,All-cause mortality at hospital discharge
6067,QIT-05,Bias in selection of the reported result,-1,QIG-05.07,Adverse events (any grade) until discharge
6068,QIT-05,Bias in selection of the reported result,-1,QIG-05.12,Improvement of clinical status: duration to liberation from supplemental oxygen
6069,QIT-05,Bias in selection of the reported result,-1,QIG-05.13,Duration of hospitalisation
6070,QIT-05,Bias in selection of the reported result,-1,QIG-05.14,Admission to intensive care unit
6071,QIT-05,Bias in selection of the reported result,-1,QIG-05.21,Improvement of clinical status: participants discharged alive at longest follow-up
6072,QIT-05,Bias in selection of the reported result,-1,QIG-05.22,"Incidence of abdominal pain during the study period, defined as number of participants with any event"
6073,QIT-05,Bias in selection of the reported result,-1,QIG-05.23,"Incidence of diarrhoea during the study period, defined as number of participants with any event"
6074,QIT-05,Bias in selection of the reported result,-1,QIG-05.24,"Incidence of nausea and vomiting during the study period, defined as number of participants with any event"
6075,QIT-05,Bias in selection of the reported result,-1,QIG-05.04,All-cause mortality at day 28
6076,QIT-05,Bias in selection of the reported result,-1,QIG-05.05,Worsening of clinical status: need for invasive mechanical ventilation
6077,QIT-05,Bias in selection of the reported result,-1,QIG-05.06,Serious adverse events within 28 days
6078,QIT-05,Bias in selection of the reported result,-1,QIG-05.11,Admission to hospital or death within 28 days
6079,QIT-05,Bias in selection of the reported result,-1,QIG-05.19,"Incidence of diarrhoea during the study period, defined as number of participants with any event"
6080,QIT-06,Overall bias,-1,QIG-06.02,"Worsening of clinical status: participants with clinical deterioration, defined as new need for invasive mechanical ventilation or death up to day 28"
6081,QIT-06,Overall bias,-1,QIG-06.08,All-cause mortality (time-to-event)
6082,QIT-06,Overall bias,-1,QIG-06.09,All-cause mortality at up to day 28
6083,QIT-06,Overall bias,-1,QIG-06.16,Need for new dialysis
6084,QIT-06,Overall bias,-1,QIG-06.18,"Improvement of clinical status: weaned or liberated from invasive mechanical ventilation, and surviving (in subgroup of participants requiring invasive mechanical ventilation at baseline)"
6085,QIT-06,Overall bias,-1,QIG-06.20,Worsening of clinical status: new need for invasive mechanical ventilation
6086,QIT-06,Overall bias,-1,QIG-06.25,Improvement of clinical status: participants discharged alive up to day 28
6087,QIT-06,Overall bias,-1,QIG-06.01,All-cause mortality at hospital discharge
6088,QIT-06,Overall bias,-1,QIG-06.07,Adverse events (any grade) until discharge
6089,QIT-06,Overall bias,-1,QIG-06.12,Improvement of clinical status: duration to liberation from supplemental oxygen
6090,QIT-06,Overall bias,-1,QIG-06.13,Duration of hospitalisation
6091,QIT-06,Overall bias,-1,QIG-06.14,Admission to intensive care unit
6092,QIT-06,Overall bias,-1,QIG-06.21,Improvement of clinical status: participants discharged alive at longest follow-up
6093,QIT-06,Overall bias,-1,QIG-06.22,"Incidence of abdominal pain during the study period, defined as number of participants with any event"
6094,QIT-06,Overall bias,-1,QIG-06.23,"Incidence of diarrhoea during the study period, defined as number of participants with any event"
6095,QIT-06,Overall bias,-1,QIG-06.24,"Incidence of nausea and vomiting during the study period, defined as number of participants with any event"
6096,QIT-06,Overall bias,-1,QIG-06.04,All-cause mortality at day 28
6097,QIT-06,Overall bias,-1,QIG-06.05,Worsening of clinical status: need for invasive mechanical ventilation
6098,QIT-06,Overall bias,-1,QIG-06.06,Serious adverse events within 28 days
6099,QIT-06,Overall bias,-1,QIG-06.11,Admission to hospital or death within 28 days
6100,QIT-06,Overall bias,-1,QIG-06.19,"Incidence of diarrhoea during the study period, defined as number of participants with any event"
6101,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.01,Major bleeding: Arm level
6102,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.02,Thrombotic events
6103,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.03,28 day mortality: Arm level
6104,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.04,Need for new dialysis up to day 28: Arm level
6105,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.05,Worsening up to day 28: Participants with clinical deterioration (new need for invasive mechanical ventilation) or death: Arm level
6106,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.09,Improvement up to day 28: Discharged alive: Arm level
6107,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.10,Subgroup analysis (type of antiplatelet agent): cyclooxygenase inhibitors or ADP receptor/P2Y12 inhibitors in participants with moderate to severe COVID-19
6108,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.11,Subgroup analysis: concomitant therapeutic dose anticoagulation or prophylactic anticoagulation
6109,QIT-03,Bias due to missing outcome data,-1,QIG-03.01,Major bleeding: Arm level
6110,QIT-03,Bias due to missing outcome data,-1,QIG-03.02,Thrombotic events
6111,QIT-03,Bias due to missing outcome data,-1,QIG-03.03,28 day mortality: Arm level
6112,QIT-03,Bias due to missing outcome data,-1,QIG-03.04,Need for new dialysis up to day 28: Arm level
6113,QIT-03,Bias due to missing outcome data,-1,QIG-03.05,Worsening up to day 28: Participants with clinical deterioration (new need for invasive mechanical ventilation) or death: Arm level
6114,QIT-03,Bias due to missing outcome data,-1,QIG-03.09,Improvement up to day 28: Discharged alive: Arm level
6115,QIT-03,Bias due to missing outcome data,-1,QIG-03.10,Subgroup analysis (type of antiplatelet agent): cyclooxygenase inhibitors or ADP receptor/P2Y12 inhibitors in participants with moderate to severe COVID-19
6116,QIT-03,Bias due to missing outcome data,-1,QIG-03.11,Subgroup analysis: concomitant therapeutic dose anticoagulation or prophylactic anticoagulation
6117,QIT-04,Bias in measurement of the outcome,-1,QIG-04.01,Major bleeding: Arm level
6118,QIT-04,Bias in measurement of the outcome,-1,QIG-04.02,Thrombotic events
6119,QIT-04,Bias in measurement of the outcome,-1,QIG-04.03,28 day mortality: Arm level
6120,QIT-04,Bias in measurement of the outcome,-1,QIG-04.04,Need for new dialysis up to day 28: Arm level
6121,QIT-04,Bias in measurement of the outcome,-1,QIG-04.05,Worsening up to day 28: Participants with clinical deterioration (new need for invasive mechanical ventilation) or death: Arm level
6122,QIT-04,Bias in measurement of the outcome,-1,QIG-04.09,Improvement up to day 28: Discharged alive: Arm level
6123,QIT-04,Bias in measurement of the outcome,-1,QIG-04.10,Subgroup analysis (type of antiplatelet agent): cyclooxygenase inhibitors or ADP receptor/P2Y12 inhibitors in participants with moderate to severe COVID-19
6124,QIT-04,Bias in measurement of the outcome,-1,QIG-04.11,Subgroup analysis: concomitant therapeutic dose anticoagulation or prophylactic anticoagulation
6125,QIT-05,Bias in selection of the reported result,-1,QIG-05.01,Major bleeding: Arm level
6126,QIT-05,Bias in selection of the reported result,-1,QIG-05.02,Thrombotic events
6127,QIT-05,Bias in selection of the reported result,-1,QIG-05.03,28 day mortality: Arm level
6128,QIT-05,Bias in selection of the reported result,-1,QIG-05.04,Need for new dialysis up to day 28: Arm level
6129,QIT-05,Bias in selection of the reported result,-1,QIG-05.05,Worsening up to day 28: Participants with clinical deterioration (new need for invasive mechanical ventilation) or death: Arm level
6130,QIT-05,Bias in selection of the reported result,-1,QIG-05.09,Improvement up to day 28: Discharged alive: Arm level
6131,QIT-05,Bias in selection of the reported result,-1,QIG-05.10,Subgroup analysis (type of antiplatelet agent): cyclooxygenase inhibitors or ADP receptor/P2Y12 inhibitors in participants with moderate to severe COVID-19
6132,QIT-05,Bias in selection of the reported result,-1,QIG-05.11,Subgroup analysis: concomitant therapeutic dose anticoagulation or prophylactic anticoagulation
6133,QIT-06,Overall bias,-1,QIG-06.01,Major bleeding: Arm level
6134,QIT-06,Overall bias,-1,QIG-06.02,Thrombotic events
6135,QIT-06,Overall bias,-1,QIG-06.03,28 day mortality: Arm level
6136,QIT-06,Overall bias,-1,QIG-06.04,Need for new dialysis up to day 28: Arm level
6137,QIT-06,Overall bias,-1,QIG-06.05,Worsening up to day 28: Participants with clinical deterioration (new need for invasive mechanical ventilation) or death: Arm level
6138,QIT-06,Overall bias,-1,QIG-06.09,Improvement up to day 28: Discharged alive: Arm level
6139,QIT-06,Overall bias,-1,QIG-06.10,Subgroup analysis (type of antiplatelet agent): cyclooxygenase inhibitors or ADP receptor/P2Y12 inhibitors in participants with moderate to severe COVID-19
6140,QIT-06,Overall bias,-1,QIG-06.11,Subgroup analysis: concomitant therapeutic dose anticoagulation or prophylactic anticoagulation
6141,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.27,Proportion of participants with complications at furthest time point (RD) - subgroup by abrasion type
6142,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.28,Proportion of participants with complications at furthest time point
6143,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.29,Proportion of participants with complications at furthest time point (RD) - subgroup by duration of use
6144,QIT-03,Bias due to missing outcome data,-1,QIG-03.27,Proportion of participants with complications at furthest time point (RD) - subgroup by abrasion type
6145,QIT-03,Bias due to missing outcome data,-1,QIG-03.28,Proportion of participants with complications at furthest time point
6146,QIT-03,Bias due to missing outcome data,-1,QIG-03.29,Proportion of participants with complications at furthest time point (RD) - subgroup by duration of use
6147,QIT-04,Bias in measurement of the outcome,-1,QIG-04.27,Proportion of participants with complications at furthest time point (RD) - subgroup by abrasion type
6148,QIT-04,Bias in measurement of the outcome,-1,QIG-04.28,Proportion of participants with complications at furthest time point
6149,QIT-04,Bias in measurement of the outcome,-1,QIG-04.29,Proportion of participants with complications at furthest time point (RD) - subgroup by duration of use
6150,QIT-05,Bias in selection of the reported result,-1,QIG-05.27,Proportion of participants with complications at furthest time point (RD) - subgroup by abrasion type
6151,QIT-05,Bias in selection of the reported result,-1,QIG-05.28,Proportion of participants with complications at furthest time point
6152,QIT-05,Bias in selection of the reported result,-1,QIG-05.29,Proportion of participants with complications at furthest time point (RD) - subgroup by duration of use
6153,QIT-06,Overall bias,-1,QIG-06.27,Proportion of participants with complications at furthest time point (RD) - subgroup by abrasion type
6154,QIT-06,Overall bias,-1,QIG-06.28,Proportion of participants with complications at furthest time point
6155,QIT-06,Overall bias,-1,QIG-06.29,Proportion of participants with complications at furthest time point (RD) - subgroup by duration of use
6156,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.01,Adverse events
6157,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.05,Symptom resolution: mean time to recovery (days)
6158,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.10,All-cause mortality at up to day 30
6159,QIT-03,Bias due to missing outcome data,-1,QIG-03.01,Adverse events
6160,QIT-03,Bias due to missing outcome data,-1,QIG-03.05,Symptom resolution: mean time to recovery (days)
6161,QIT-03,Bias due to missing outcome data,-1,QIG-03.10,All-cause mortality at up to day 30
6162,QIT-04,Bias in measurement of the outcome,-1,QIG-04.01,Adverse events
6163,QIT-04,Bias in measurement of the outcome,-1,QIG-04.05,Symptom resolution: mean time to recovery (days)
6164,QIT-04,Bias in measurement of the outcome,-1,QIG-04.10,All-cause mortality at up to day 30
