index,review_code,title
1507,CD012269,CD012269 v. 1.72 Antithrombotic therapy to prevent cognitive decline in people with small vessel disease on neuroimag
1508,CD012270,CD012270 v. 2.6 Iridotomy to slow progression of visual field loss in angle-closure glaucoma
1509,CD012277,CD012277 v. 4.0 Computerised cognitive training for 12 or more weeks for maintaining cognitive function in cognitive
1510,CD012279,CD012279 v. 2.6 Computerised cognitive training for preventing dementia in people with mild cognitive impairment
1511,CD012280,CD012280 v. 3.2 Exercise interventions for people undergoing multimodal cancer treatment that includes surgery
1512,CD012286,CD012286 v. 2.3 Interventions to improve inhaler technique for people with asthma
1513,CD012287,CD012287 v. 2.0 Family-based prevention programmes for alcohol use in young people
1514,CD012290,CD012290 v. 2.6 Active mind-body movement therapies as an adjunct to or in comparison with pulmonary rehabilitation 
1515,CD012292,CD012292 v. 2.0 Environmental interventions to reduce the consumption of sugar-sweetened beverages and their effects
1516,CD012295,CD012295 v. 3.0 Psychological therapies for the prevention of migraine in adults
1517,CD012300,CD012300 v. 2.3 Treatments for preventing recurrence of infection with Pseudomonas aeruginosa in people with cystic 
1518,CD012305,CD012305 v. 2.0 Antimicrobial agents for preventing urinary tract infections in adults undergoing cystoscopy
1519,CD012317,CD012317 v. 3.0 Intravenous versus inhalational maintenance of anaesthesia for postoperative cognitive outcomes in e
1520,CD012324,CD012324 v. 2.0 Communication interventions for autism spectrum disorder in minimally verbal children
1521,CD012331,CD012331 v. 2.0 Lay-led and peer support interventions for adolescents with asthma
1522,CD012334,CD012334 v. 4.0 Pharmacotherapies that specifically target ammonia for the prevention and treatment of hepatic encep
1523,CD012336,CD012336 v. 1.61 Anticholinergics combined with alpha-blockers for treating lower urinary tract symptoms related to b
1524,CD012345,CD012345 v. 5.0 Polyunsaturated fatty acids for the primary and secondary prevention of cardiovascular disease
1525,CD012347,CD012347 v. 3.0 Psychological therapies for the treatment of depression in chronic obstructive pulmonary disease
1526,CD012348,CD012348 v. 2.12 Video feedback for parental sensitivity and attachment security in children under five years
1527,CD012349,CD012349 v. 2.11 Interventions for improving adherence to iron chelation therapy in people with sickle cell disease o
1528,CD012355,CD012355 v. 2.0 Once-daily long-acting beta-agonistsinhaled corticosteroids combined inhalers versus inhaled long-
1529,CD012358,CD012358 v. 1.89 Expanded polytetrafluoroethylene (ePTFE)-covered stents versus bare stents for transjugular intrahep
1530,CD012367,CD012367 v. 3.0 Conservative interventions for treating functional daytime urinary incontinence in children
1531,CD012368,CD012368 v. 2.0 Metformin and second- or third-generation sulphonylurea combination therapy for adults with type 2 d
1532,CD012370,CD012370 v. 2.0 Hospitalisation in short-stay units for adults with internal medicine diseases and conditions
1533,CD012371,CD012371 v. 1.0 Psychological therapies for children and adolescents exposed to trauma
1534,CD012379,CD012379 v. 2.3 eHealth interventions for people with chronic kidney disease
1535,CD012380,CD012380 v. 2.10 Interventions for chronic kidney disease in people with sickle cell disease
1536,CD012389,CD012389 v. 3.3 Interventions for preventing silent cerebral infarcts in people with sickle cell disease
1537,CD012390,CD012390 v. 2.0 Electrical stimulation with non-implanted devices for stress urinary incontinence in women
1538,CD012406,CD012406 v. 4.0 Macrolide antibiotics for bronchiectasis
1539,CD012414,CD012414 v. 2.0 Penile rehabilitation for postprostatectomy erectile dysfunction
1540,CD012416,CD012416 v. 2.7 Oral care measures for preventing nursing home-acquired pneumonia
1541,CD012417,CD012417 v. 2.15 Psychological and social interventions for the prevention of mental disorders in people living in lo
1542,CD012418,CD012418 v. 2.0 Interventions for improving medical students' interpersonal communication in medical consultations
1543,CD012419,CD012419 v. 2.0 Interventions for improving medication-taking ability and adherence in older adults prescribed multi
1544,CD012421,CD012421 v. 1.4 Surgical options for lumbar spinal stenosis
1545,CD012423,CD012423 v. 1.137 Training healthcare providers to respond to intimate partner violence against women
1546,CD012424,CD012424 v. 2.0 Exercise for preventing falls in older people living in the community
1547,CD012425,CD012425 v. 2.2 Follow-up strategies following completion of primary cancer treatment in adult cancer survivors
1548,CD012433,CD012433 v. 3.0 Oxcarbazepine add-on for drug-resistant focal epilepsy
1549,CD012436,CD012436 v. 2.2 Drug interventions for the treatment of obesity in children and adolescents
1550,CD012442,CD012442 v. 2.0 Anti-GD2 antibody-containing immunotherapy postconsolidation therapy for people with high-risk neuro
1551,CD012450,CD012450 v. 2.3 Systemic corticosteroids for radicular and non-radicular low back pain
1552,CD012453,CD012453 v. 2.0 Topical and systemic antifungal therapy for chronic rhinosinusitis
1553,CD012455,CD012455 v. 4.0 Melatonin for the promotion of sleep in adults in the intensive care unit
1554,CD012462,CD012462 v. 3.0 Nasal decontamination for the prevention of surgical site infection in Staphylococcus aureus carrier
1555,CD012463,CD012463 v. 2.5 Family-centred interventions for Indigenous early childhood well-being by primary healthcare service
1556,CD012466,CD012466 v. 2.6 Pharmacological interventions for heart failure in people with chronic kidney disease
1557,CD012467,CD012467 v. 4.0 Pharmacological interventions for preventing clotting of extracorporeal circuits during continuous r
1558,CD012471,CD012471 v. 2.0 Information or education interventions for adult intensive care unit (ICU) patients and their carers
1559,CD012472,CD012472 v. 4.0 Patient-mediated interventions to improve professional practice
1560,CD012473,CD012473 v. 3.0 Probiotics to prevent infantile colic
1561,CD012479,CD012479 v. 1.250 Rehabilitation following surgery for flexor tendon injuries of the hand
1562,CD012484,CD012484 v. 3.0 Beta-blockers for suspected or diagnosed acute myocardial infarction
1563,CD012485,CD012485 v. 3.0 Comprehensive geriatric assessment for older people admitted to a surgical service
1564,CD012487,CD012487 v. 3.0 Workplace interventions for increasing standing or walking for decreasing musculoskeletal symptoms i
1565,CD012488,CD012488 v. 3.0 Psychological therapies for anxiety and depression in children and adolescents with long-term physic
1566,CD012489,CD012489 v. 3.0 E-Health interventions for anxiety and depression in children and adolescents with long-term physica
1567,CD012502,CD012502 v. 2.0 Ezetimibe for the prevention of cardiovascular disease and all-cause mortality events
1568,CD012510,CD012510 v. 2.0 Drug-eluting balloon angioplasty versus uncoated balloon angioplasty for the treatment of in-stent r
1569,CD012513,CD012513 v. 2.4 Interventions for weight reduction in obesity to improve survival in women with endometrial cancer
1570,CD012515,CD012515 v. 1.50 Training health workers in clinical breast examination for early detection of breast cancer in low- 
1571,CD012522,CD012522 v. 2.4 Negative pressure wound therapy for open traumatic wounds
1572,CD012527,CD012527 v. 2.0 Psychological interventions to foster resilience in healthcare professionals
1573,CD012529,CD012529 v. 4.0 Interventions to reduce acute and late adverse gastrointestinal effects of pelvic radiotherapy for p
1574,CD012533,CD012533 v. 2.0 Telephone interventions delivered by healthcare professionals for providing education and psychoso
1575,CD012536,CD012536 v. 8.0 Antiepileptic drugs for chronic non-cancer pain in children and adolescents
1576,CD012547,CD012547 v. 2.2 Caregiver involvement in interventions for improving children's dietary intake and physical activity
1577,CD012551,CD012551 v. 3.0 Non-pharmacological interventions for treating chronic prostatitischronic pelvic pain syndrome
1578,CD012552,CD012552 v. 2.0 Pharmacological interventions for treating chronic prostatitischronic pelvic pain syndrome
1579,CD012554,CD012554 v. 2.0 Interventions outside the workplace for reducing sedentary behaviour in adults under 60 years of age
1580,CD012555,CD012555 v. 2.0 Olanzapine for the prevention and treatment of cancer-related nausea and vomiting in adults
1581,CD012556,CD012556 v. 2.0 Nivolumab for adults with Hodgkin's lymphoma (a rapid review using the software RobotReviewer)
1582,CD012557,CD012557 v. 2.8 Baclofen for alcohol use disorder
1583,CD012565,CD012565 v. 1.45 Beta-blockers in patients without heart failure after myocardial infarction
1584,CD012566,CD012566 v. 2.0 Rinse-free hand wash for reducing absenteeism among preschool and school children
1585,CD012568,CD012568 v. 2.0 Adjunctive systemic antimicrobials for the non-surgical treatment of periodontitis
1586,CD012583,CD012583 v. 2.0 Dressings and topical agents for treating venous leg ulcers
1587,CD012595,CD012595 v. 4.5 School dental screening programmes for oral health
1588,CD012607,CD012607 v. 1.90 Totally tubeless tubeless and tubed percutaneous nephrolithotomy for treating kidney stones
1589,CD012610,CD012610 v. 2.2 Lipid-based nutrient supplements for maternal birth and infant developmental outcomes
1590,CD012611,CD012611 v. 4.0 Preventive lipid-based nutrient supplements given with complementary foods to infants and young chil
1591,CD012614,CD012614 v. 2.0 Cognitive behavioural therapy for tinnitus
1592,CD012615,CD012615 v. 2.0 Silodosin for the treatment of lower urinary tract symptoms in men with benign prostatic hyperplasia
1593,CD012620,CD012620 v. 2.0 Dual combination therapy versus long-acting bronchodilators alone for chronic obstructive pulmonary 
1594,CD012621,CD012621 v. 3.0 Phosphodiesterase 5 inhibitors for pulmonary hypertension
1595,CD012622,CD012622 v. 2.0 Non-pharmacological interventions for chronic pain in multiple sclerosis
1596,CD012624,CD012624 v. 2.0 Pre-emptive and preventive opioids for postoperative pain in adults undergoing all types of surgery
1597,CD012625,CD012625 v. 5.0 Interventions for improving sleep quality in people with chronic kidney disease
1598,CD012626,CD012626 v. 2.0 Interventions for promoting physical activity in people with chronic obstructive pulmonary disease (
1599,CD012633,CD012633 v. 2.6 Intravenous iron versus oral iron versus no iron with or without erythropoiesis- stimulating agents 
1600,CD012651,CD012651 v. 1.0 Diet physical activity and behavioural interventions for the treatment of overweight or obese child
1601,CD012652,CD012652 v. 5.3 Educational interventions for health professionals managing chronic obstructive pulmonary disease in
1602,CD012658,CD012658 v. 2.0 Levonorgestrel-releasing intrauterine system for endometrial hyperplasia
1603,CD012659,CD012659 v. 2.2 Real-time video counselling for smoking cessation
1604,CD012662,CD012662 v. 2.0 Organisational interventions for preventing and minimising aggression directed towards healthcare wo
1605,CD012670,CD012670 v. 2.3 Benzodiazepines for treatment of patients with delirium excluding those who are cared for in an inte
1606,CD012675,CD012675 v. 3.0 Mobile phone-based interventions for improving adherence to medication prescribed for the primary pr
1607,CD012681,CD012681 v. 2.0 Severe fatigue after treatment for childhood cancer
1608,CD012687,CD012687 v. 1.187 Wavefront excimer laser refractive surgery for adults with refractive errors
1609,CD012688,CD012688 v. 4.8 Indoor residual spraying for preventing malaria in communities using insecticide-treated nets
1610,CD012691,CD012691 v. 1.6 Diet physical activity and behavioural interventions for the treatment of overweight or obese adole
1611,CD012692,CD012692 v. 2.0 Interventions for unexplained infertility a systematic review and network meta-analysis
1612,CD012697,CD012697 v. 1.14 Magnetic seizure therapy for people with schizophrenia
1613,CD012700,CD012700 v. 1.0 Aerobic exercise training for adults with fibromyalgia
1614,CD012704,CD012704 v. 3.0 Systemic corticosteroids for the management of cancer-related breathlessness (dyspnoea) in adults
1615,CD012705,CD012705 v. 1.30 Comprehensive Geriatric Assessment for community-dwelling high-risk frail older people
1616,CD012707,CD012707 v. 1.123 Adult patient access to electronic health records
1617,CD012708,CD012708 v. 4.0 Mirtazapine for fibromyalgia in adults
1618,CD012720,CD012720 v. 1.89 Kinesio taping for rotator cuff disease
1619,CD012721,CD012721 v. 2.78 Beta-blockers and inhibitors of the renin-angiotensin aldosterone system for chronic heart failure w
1620,CD012735,CD012735 v. 3.0 Pitavastatin for lowering lipids
1621,CD012739,CD012739 v. 2.0 Setting and techniques for monitoring blood pressure during pregnancy
1622,CD012743,CD012743 v. 2.0 Ab interno trabecular bypass surgery with iStent for open-angle glaucoma
1623,CD012745,CD012745 v. 2.0 Prophylactic plasma transfusion for patients without inherited bleeding disorders or anticoagulant u
1624,CD012753,CD012753 v. 2.0 Xenon as an adjuvant to therapeutic hypothermia in near-term and term newborns with hypoxic-ischaemi
1625,CD012754,CD012754 v. 2.0 Uterotonic agents for first-line treatment of postpartum haemorrhage a network meta-analysis
1626,CD012760,CD012760 v. 2.0 Families and Schools Together (FAST) for improving outcomes for children and their families
1627,CD012763,CD012763 v. 2.0 Efficacy and safety of sugammadex versus neostigmine in reversing neuromuscular blockade in adults
1628,CD012767,CD012767 v. 2.15 Perioperative restrictive versus goal-directed fluid therapy for adults undergoing major non-cardiac
1629,CD012774,CD012774 v. 2.8 Fecal transplantation for treatment of inflammatory bowel disease
1630,CD012775,CD012775 v. 3.0 Antiemetics for adults for prevention of nausea and vomiting caused by moderately or highly emetogen
1631,CD012780,CD012780 v. 2.0 The effectiveness and cost-effectiveness of hospital-based specialist palliative care for adults wit
1632,CD012786,CD012786 v. 2.0 Exercise-based cardiac rehabilitation for adults with stable angina
1633,CD012787,CD012787 v. 2.0 Effect of alcohol on blood pressure
1634,CD012788,CD012788 v. 2.2 Intraoperative imaging technology to maximise extent of resection for glioma
1635,CD012796,CD012796 v. 2.0 Targeted therapy for metastatic renal cell carcinoma
1636,CD012799,CD012799 v. 1.79 Selective serotonin re-uptake inhibitors for premature ejaculation in adult men
1637,CD012815,CD012815 v. 6.1 Marine-derived n-3 fatty acids therapy for stroke
1638,CD012817,CD012817 v. 1.68 Dose-escalated radiotherapy for clinically localized and locally advanced prostate cancer
1639,CD012820,CD012820 v. 1.39 Cannabinoids for the treatment of dementia
1640,CD012823,CD012823 v. 1.101 Effectiveness of psychosocial interventions for reducing parental substance misuse
1641,CD012829,CD012829 v. 3.0 Interventions to increase patient and family involvement in escalation of care for acute life-threat
1642,CD012830,CD012830 v. 1.184 Pharmacologic interventions for mydriasis in cataract surgery
1643,CD012839,CD012839 v. 2.0 Dietary interventions for induction and maintenance of remission in inflammatory bowel disease
1644,CD012843,CD012843 v. 5.3 Tranexamic acid for the reduction of bleeding during functional endoscopic sinus surgery
1645,CD012844,CD012844 v. 2.0 Video games for people with schizophrenia
1646,CD012849,CD012849 v. 1.111 Probiotics for management of functional abdominal pain disorders in children
1647,CD012854,CD012854 v. 1.101 Interventions for increasing immunosuppressant medication adherence in solid organ transplant recipi
1648,CD012856,CD012856 v. 3.0 Screening hysteroscopy in subfertile women and women undergoing assisted reproduction
1649,CD012859,CD012859 v. 3.0 Drugs for preventing postoperative nausea and vomiting in adults after general anaesthesia a networ
1650,CD012864,CD012864 v. 2.0 Physical activity interventions for disease-related physical and mental health during and following 
1651,CD012867,CD012867 v. 6.2 Prostatic arterial embolization for the treatment of lower urinary tract symptoms in men with benign
1652,CD012874,CD012874 v. 2.21 Tourniquet use for knee replacement surgery
1653,CD012875,CD012875 v. 3.0 Effects of oral vitamin D supplementation on linear growth and other health outcomes among children 
1654,CD012880,CD012880 v. 4.0 Alcoholics Anonymous and other 12-step programs for alcohol use disorder
1655,CD012882,CD012882 v. 3.3 Integrated community case management of childhood illness in low- and middle-income countries
1656,CD012885,CD012885 v. 2.0 Non-nutritive sweeteners for diabetes mellitus
1657,CD012908,CD012908 v. 2.24 Non-pharmacological interventions for sleep promotion in hospitalized children
1658,CD012915,CD012915 v. 2.0 MVA85A vaccine to enhance BCG for preventing tuberculosis
1659,CD012918,CD012918 v. 2.0 Shortened treatment regimens versus the standard regimen for drug-sensitive pulmonary tuberculosis
1660,CD012927,CD012927 v. 2.36 Mobile technologies to support healthcare provider to healthcare provider communication and manageme
1661,CD012930,CD012930 v. 2.0 Once daily long-acting beta2-agonists and long-acting muscarinic antagonists in a combined inhaler v
1662,CD012932,CD012932 v. 2.2 Behavioural interventions delivered through interactive social media for health behaviour change he
1663,CD012936,CD012936 v. 2.0 Palliative care interventions for people with multiple sclerosis
1664,CD012937,CD012937 v. 2.10 Routine monitoring of gastric residual for prevention of necrotising enterocolitis in preterm infant
1665,CD012944,CD012944 v. 2.1 Decision-support tools via mobile devices to improve quality of care in primary healthcare settings
1666,CD012946,CD012946 v. 3.0 Laser-assisted in-situ keratomileusis (LASIK) with a mechanical microkeratome compared to LASIK with
1667,CD012949,CD012949 v. 2.0 Probiotics for people with cystic fibrosis
1668,CD012955,CD012955 v. 4.0 Psychological therapies for people with borderline personality disorder
1669,CD012956,CD012956 v. 1.125 Pharmacological interventions for people with borderline personality disorder
1670,CD012962,CD012962 v. 2.0 Rapid initiation of antiretroviral therapy for people living with HIV
1671,CD012970,CD012970 v. 2.0 Probiotic treatment for women with gestational diabetes to improve maternal and infant health and we
1672,CD012975,CD012975 v. 1.0 Surgery for women with posterior compartment prolapse
1673,CD012978,CD012978 v. 1.213 Pre-emptive and preventive NSAIDs for postoperative pain in adults undergoing all types of surgery
1674,CD012982,CD012982 v. 3.0 Death audits and reviews for reducing maternal perinatal and child mortality
1675,CD012988,CD012988 v. 2.0 Exercise therapies for preventing or treating aromatase inhibitor-induced musculoskeletal symptoms i
1676,CD012990,CD012990 v. 2.0 GLP-1 receptor agonists for Parkinson's disease
1677,CD012991,CD012991 v. 2.0 Motor neuroprosthesis for promoting recovery of function after stroke
1678,CD012994,CD012994 v. 1.2 Ivermectin and permethrin for treating scabies
1679,CD012996,CD012996 v. 2.34 Interventions for reducing sedentary behaviour in people with stroke
1680,CD012998,CD012998 v. 1.114 Roux-en-Y versus Billroth-I reconstruction after distal gastrectomy for gastric cancer
1681,CD013004,CD013004 v. 2.0 Ivabradine as adjuvant treatment for chronic heart failure
1682,CD013017,CD013017 v. 2.2 Psychological therapies for women who experience intimate partner violence
1683,CD013019,CD013019 v. 2.0 Motor imagery for gait rehabilitation after stroke
1684,CD013020,CD013020 v. 3.0 Bisphosphonates or RANK-ligand-inhibitors for men with prostate cancer and bone metastases a networ
1685,CD013022,CD013022 v. 2.0 Advance care planning for adults with heart failure
1686,CD013024,CD013024 v. 3.0 Head-to-head oral prophylactic antibiotic therapy for chronic obstructive pulmonary disease
1687,CD013030,CD013030 v. 2.11 Digital interventions to improve adherence to maintenance medication in asthma
1688,CD013035,CD013035 v. 1.198 Parathyroidectomy for adults with primary hyperparathyroidism
1689,CD013039,CD013039 v. 2.13 Interventions for treating cavitated or dentine carious lesions
1690,CD013040,CD013040 v. 1.193 Telerehabilitation for chronic respiratory disease
1691,CD013046,CD013046 v. 1.101 Vitamin D supplementation for term breastfed infants to prevent vitamin D deficiency and improve bon
1692,CD013052,CD013052 v. 2.1 Systemic antibiotics for chronic suppurative otitis media
1693,CD013054,CD013054 v. 2.0 Topical antibiotics with steroids for chronic suppurative otitis media
1694,CD013069,CD013069 v. 2.0 Cognitive training for people with mild to moderate dementia
1695,CD013070,CD013070 v. 1.30 Stem cell transplantation for induction of remission in medically refractory Crohns disease
1696,CD013074,CD013074 v. 1.114 Interventions for fatigue in people with kidney failure requiring dialysis
1697,CD013084,CD013084 v. 2.14 Intravenous iron therapy for non-anaemic iron-deficient adults
1698,CD013088,CD013088 v. 3.64 Case management for integrated care of older people with frailty in community settings
1699,CD013098,CD013098 v. 2.9 Self-certification versus physician certification of sick leave for reducing sickness absence and as
1700,CD013102,CD013102 v. 2.0 Pharmacist services for non-hospitalised patients
1701,CD013105,CD013105 v. 1.0 Perioperative interventions in pelvic organ prolapse surgery
1702,CD013108,CD013108 v. 1.0 Surgery for women with pelvic organ prolapse with or without stress urinary incontinence
1703,CD013109,CD013109 v. 1.186 Aldosterone antagonists for people with chronic kidney disease requiring dialysis
1704,CD013110,CD013110 v. 2.0 Exercise training for bronchiectasis
1705,CD013116,CD013116 v. 4.10 Interventions for interpersonal communication about end of life care between health practitioners an
1706,CD013117,CD013117 v. 1.103 Ivermectin treatment in humans for reducing malaria transmission
1707,CD013119,CD013119 v. 1.102 Interventions for weight loss in people with chronic kidney disease who are overweight or obese
1708,CD013123,CD013123 v. 2.0 Treatment for ascites in adults with decompensated liver cirrhosis a network meta-analysis
1709,CD013124,CD013124 v. 3.0 Interventions for involving older patients with multi-morbidity in decision-making during primary ca
1710,CD013125,CD013125 v. 2.0 Antibiotic prophylaxis to prevent spontaneous bacterial peritonitis in people with liver cirrhosis 
1711,CD013127,CD013127 v. 1.77 Mental Health First Aid as a tool for improving mental health and well-being
1712,CD013136,CD013136 v. 2.11 Stimulant and non-stimulant drug therapy for people with attention deficit hyperactivity disorder an
1713,CD013152,CD013152 v. 2.0 Health-improving interventions for obtaining employment in unemployed job seekers
1714,CD013156,CD013156 v. 2.19 Lifestyle modifications for nonalcohol-related fatty liver disease a network meta-analysis
1715,CD013157,CD013157 v. 2.20 Nutritional supplementation for nonalcohol-related fatty liver disease a network meta-analysis
1716,CD013162,CD013162 v. 2.0 Cognitive behavioural therapy for anxiety disorders in children and adolescents
1717,CD013163,CD013163 v. 2.2 Lipid emulsions for parenterally fed preterm infants
1718,CD013165,CD013165 v. 2.0 Potassium binders for chronic hyperkalaemia in people with chronic kidney disease
1719,CD013167,CD013167 v. 1.24 Systemic therapies for preventing or treating aromatase inhibitor-induced musculoskeletal symptoms i
1720,CD013169,CD013169 v. 1.255 Non-invasive positive airway pressure therapy for improving erectile dysfunction in men with obstruc
1721,CD013170,CD013170 v. 1.48 Cough augmentation techniques for people with chronic neuromuscular disorders
1722,CD013171,CD013171 v. 2.2 Lipid emulsions for parenterally fed term and late preterm infants
1723,CD013176,CD013176 v. 2.11 Erythromycin prior to endoscopy for acute upper gastrointestinal haemorrhage
1724,CD013178,CD013178 v. 1.131 Interventions for people with type 2 diabetes mellitus fasting during Ramadan
1725,CD013183,CD013183 v. 2.0 Smoking reduction interventions for smoking cessation
1726,CD013196,CD013196 v. 2.12 Telehealth interventions remote monitoring and consultations for people with chronic obstructive pu
1727,CD013198,CD013198 v. 1.246 Prophylactic antibiotics for adults with chronic obstructive pulmonary disease a network meta-analy
1728,CD013203,CD013203 v. 2.0 Induction immunosuppression in adults undergoing liver transplantation a network meta-analysis
1729,CD013206,CD013206 v. 2.0 Systemic treatments for eczema a network meta-analysis
1730,CD013210,CD013210 v. 2.0 Interventions for maintenance of surgically induced remission in Crohns disease a network meta-ana
1731,CD013230,CD013230 v. 3.0 First aid interventions by laypeople for acute oral poisoning
1732,CD013238,CD013238 v. 5.0 Anti-epidermal growth factor receptor therapy for glioblastoma in adults
1733,CD013242,CD013242 v. 1.123 Pre-deployment programmes for building resilience in military and frontline emergency service person
1734,CD013244,CD013244 v. 1.11 Blue-light filtering spectacle lenses for visual performance sleep and macular health in adults
1735,CD013246,CD013246 v. 2.0 Digital interventions for the management of chronic obstructive pulmonary disease
1736,CD013247,CD013247 v. 2.12 Ocrelizumab for multiple sclerosis
1737,CD013252,CD013252 v. 3.2 Non-vitamin K antagonist oral anticoagulants (NOACs) post-percutaneous coronary intervention a netw
1738,CD013258,CD013258 v. 2.11 Environmental interventions for preventing falls in older people living in the community
1739,CD013272,CD013272 v. 1.0 Competitions for smoking cessation
1740,CD013276,CD013276 v. 1.29 Physiological track-and-triggerearly warning systems for use in maternity care
1741,CD013277,CD013277 v. 2.7 Sunlight for the prevention and treatment of hyperbilirubinemia in term and late preterm neonates
1742,CD013281,CD013281 v. 1.113 Interventions for preventing type 2 diabetes in adults with mental disorders in low- and middle-inco
1743,CD013287,CD013287 v. 4.0 Specialised early intervention teams (extended time) for recent-onset psychosis
1744,CD013288,CD013288 v. 4.0 Specialised early intervention teams for recent-onset psychosis
1745,CD013299,CD013299 v. 3.0 Pharmacy-based management for depression in adults
1746,CD013305,CD013305 v. 3.0 Behavioural activation therapy for depression in adults
1747,CD013306,CD013306 v. 1.120 Cholinesterase inhibitors for vascular dementia and other vascular cognitive impairments a network 
1748,CD013307,CD013307 v. 4.3 Non-pharmacological interventions for preventing delirium in hospitalised non-ICU patients
1749,CD013308,CD013308 v. 1.6 Different doses durations and modes of delivery of nicotine replacement therapy for smoking cessati
1750,CD013309,CD013309 v. 2.7 Continuous glucose monitoring for the prevention of morbidity and mortality in preterm infants
1751,CD013315,CD013315 v. 1.4 Interventions for preventing high altitude illness Part 3. Miscellaneous and non-pharmacological in
1752,CD013318,CD013318 v. 1.13 Fenofibrate for diabetic retinopathy
1753,CD013319,CD013319 v. 2.6 Transcatheter aortic valve implantation versus surgical aortic valve replacement for severe aortic s
1754,CD013320,CD013320 v. 3.9 High versus low-added sugar consumption for the primary prevention of cardiovascular disease
1755,CD013321,CD013321 v. 2.0 Interventions for fear of childbirth including tocophobia
1756,CD013323,CD013323 v. 2.8 Non-Chinese herbal medicines for functional dyspepsia
1757,CD013325,CD013325 v. 2.3 Interventions for treating people with symptoms of bladder pain syndrome a network meta-analysis
1758,CD013327,CD013327 v. 2.12 Upper limb exercise for arteriovenous fistula maturation in people requiring permanent haemodialysis
1759,CD013328,CD013328 v. 2.10 Interventions to improve sanitation for preventing diarrhoea
1760,CD013333,CD013333 v. 3.0 Tea tree oil for Demodex blepharitis
1761,CD013334,CD013334 v. 3.7 Low-carbohydrate versus balanced-carbohydrate diets for reducing weight and cardiovascular risk
1762,CD013348,CD013348 v. 3.2 Vascular endothelial growth factor (VEGF) targeting therapy for persistent recurrent or metastatic
1763,CD013350,CD013350 v. 1.155 Psychosocial and pharmacologic interventions to reduce harmful alcohol use in low- and middle-income
1764,CD013356,CD013356 v. 10.0 Strategies for using topical corticosteroids in children and adults with eczema
1765,CD013365,CD013365 v. 1.69 Chimeric antigen receptor (CAR) T-cell therapy for people with relapsed or refractory diffuse large 
1766,CD013367,CD013367 v. 1.139 Humour-based interventions for people with schizophrenia
1767,CD013368,CD013368 v. 1.92 Running shoes for preventing lower limb running injuries in adults
1768,CD013373,CD013373 v. 2.12 Effects of consumers and health providers working in partnership on health services planning delive
1769,CD013376,CD013376 v. 2.0 Agricultural and nutritional education interventions for reducing aflatoxin exposure to improve infa
1770,CD013379,CD013379 v. 1.47 Interventions to enable communication for adult patients requiring an artificial airway with or with
1771,CD013381,CD013381 v. 3.0 Interventions to improve adherence to pharmacological therapy for chronic obstructive pulmonary dise
1772,CD013382,CD013382 v. 1.33 Best first-line therapy for people with advanced non-small cell lung cancer performance status 2 wi
1773,CD013385,CD013385 v. 2.10 Decision coaching for people making healthcare decisions
1774,CD013393,CD013393 v. 2.0 Alpha-blockers after shock wave lithotripsy for renal or ureteral stones in adults
1775,CD013398,CD013398 v. 3.25 House modifications for preventing malaria
1776,CD013403,CD013403 v. 1.9 Interventions for the long-term prevention of hereditary angioedema attacks
1777,CD013404,CD013404 v. 2.10 Surgical interventions for treating intracapsular hip fractures in older adults a network meta-anal
1778,CD013410,CD013410 v. 1.158 Arthroplasties for hip fracture in adults
1779,CD013413,CD013413 v. 2.0 Interventions to reduce tobacco use in people experiencing homelessness
1780,CD013419,CD013419 v. 1.0 Flexibility exercise training for adults with fibromyalgia
1781,CD013433,CD013433 v. 1.144 Stem cell therapy for dilated cardiomyopathy
1782,CD013435,CD013435 v. 2.0 Perioperative beta-blockers for preventing surgery-related mortality and morbidity in adults undergo
1783,CD013438,CD013438 v. 1.0 Perioperative beta-blockers for preventing surgery-related mortality and morbidity in adults undergo
1784,CD013441,CD013441 v. 2.10 Individual-level interventions to reduce personal exposure to outdoor air pollution and their effect
1785,CD013443,CD013443 v. 2.10 Early pharmacological interventions for universal prevention of post-traumatic stress disorder (PTSD
1786,CD013446,CD013446 v. 1.9 Regimens of vitamin D supplementation for women during pregnancy
1787,CD013457,CD013457 v. 1.135 The effectiveness and adverse effects of D-cycloserine compared with placebo on social and communica
1788,CD013461,CD013461 v. 2.0 Behavioural activation therapy for depression in adults with non-communicable diseases
1789,CD013462,CD013462 v. 1.19 Duct-to-mucosa versus other types of pancreaticojejunostomy for the prevention of postoperative panc
1790,CD013465,CD013465 v. 2.0 Individualized versus standard diet fortification for growth and development in preterm infants rece
1791,CD013479,CD013479 v. 1.92 Comparison of different human papillomavirus (HPV) vaccine types and dose schedules for prevention o
1792,CD013484,CD013484 v. 1.120 Tocilizumab for giant cell arteritis
1793,CD013487,CD013487 v. 3.0 Multiple drug combinations of bortezomib lenalidomide and thalidomide for first-line treatment in 
1794,CD013495,CD013495 v. 1.470 Approaches for discontinuation versus continuation of long-term antidepressant use for depressive an
1795,CD013496,CD013496 v. 2.2 Intermittent fasting for the prevention of cardiovascular disease
1796,CD013498,CD013498 v. 2.0 (Ultra-)long-acting insulin analogues for people with type 1 diabetes mellitus
1797,CD013501,CD013501 v. 1.61 Vegan dietary pattern for the primary and secondary prevention of cardiovascular diseases
1798,CD013504,CD013504 v. 2.1 Interrupted versus uninterrupted anticoagulation therapy for catheter ablation in adults with arrhyt
